researchmap	person_id	canonical_name	nrid	lit_count	canonical_person_id	is_canonical	merge_key	confidence
https://researchmap.jp/_tasano	alo:person:scholar:kaken:1000060308244	Asano, Toyomi	1000060308244	2	alo:person:scholar:kaken:1000060308244	True	researchmap	high
https://researchmap.jp/_tasano	alo:person:scholar:kaken:9000412054243	Asano, Toyomi	9000412054243	2	alo:person:scholar:kaken:1000060308244	False	researchmap	high
https://researchmap.jp/_tasano	alo:person:scholar:kaken:9000414847240	Asano, Toyomi	9000414847240	2	alo:person:scholar:kaken:1000060308244	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:1000000309048	若林, 三奈	1000000309048	5	alo:person:scholar:kaken:1000000309048	True	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000002305334	若林, 三奈	9000002305334	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000002539681	若林, 三奈	9000002539681	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000347469436	若林, 三奈	9000347469436	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000359872678	若林, 三奈	9000359872678	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000392870634	若林, 三奈	9000392870634	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000398454132	若林, 三奈	9000398454132	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000398830903	若林, 三奈	9000398830903	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000405920829	若林, 三奈	9000405920829	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000409891440	若林, 三奈	9000409891440	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000413557464	若林, 三奈	9000413557464	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000413920030	若林, 三奈	9000413920030	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/_wakabayashimina	alo:person:scholar:kaken:9000413924377	若林, 三奈	9000413924377	5	alo:person:scholar:kaken:1000000309048	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:1000090177460	加藤, 智章	1000090177460	3	alo:person:scholar:kaken:1000090177460	True	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000002846223	加藤, 智章	9000002846223	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000002888183	加藤, 智章	9000002888183	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000005938814	加藤, 智章	9000005938814	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000239558653	加藤, 智章	9000239558653	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000242267080	加藤, 智章	9000242267080	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000253365967	加藤, 智章	9000253365967	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000270303474	加藤, 智章	9000270303474	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000270303486	加藤, 智章	9000270303486	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000270303542	加藤, 智章	9000270303542	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000345296858	加藤, 智章	9000345296858	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000356507839	加藤, 智章	9000356507839	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000369353268	加藤, 智章	9000369353268	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000383709363	加藤, 智章	9000383709363	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000391842653	加藤, 智章	9000391842653	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000392148039	加藤, 智章	9000392148039	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
https://researchmap.jp/-----	alo:person:scholar:kaken:9000392152976	加藤, 智章	9000392152976	3	alo:person:scholar:kaken:1000090177460	False	researchmap	high
